Harvest,Species,Treatment,Tag,Pot,Week,Height,New-orignal,Absolute_change_2,Absolute_change,log_Height,log_Absolute_change_2,log_Absolute_change,XXX
3,VE,4%,H3VE4,95,1,32,0,0,0,1.505149978,#NUM!,0,
3,VE,4%,H3VE4,98,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,4%,H3VE4,104,1,46,0,0,0,1.662757832,#NUM!,0,
3,VE,4%,H3VE4,109,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,4%,H3VE4,115,1,22,0,0,0,1.342422681,#NUM!,0,
3,VE,4%,H3VE4,119,1,9,0,0,0,0.954242509,#NUM!,0,
3,VE,4%,H3VE4,171,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,4%,H3VE4,189,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,8%,H3VE8,92,1,29,0,0,0,1.462397998,#NUM!,0,
3,VE,8%,H3VE8,99,1,28,0,0,0,1.447158031,#NUM!,0,
3,VE,8%,H3VE8,131,1,18,0,0,0,1.255272505,#NUM!,0,
3,VE,8%,H3VE8,135,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,8%,H3VE8,161,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,8%,H3VE8,177,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,8%,H3VE8,206,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,8%,H3VE8,289,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,101,1,29,0,0,0,1.462397998,#NUM!,0,
3,VE,16%,H3VE16,116,1,27,0,0,0,1.431363764,#NUM!,0,
3,VE,16%,H3VE16,129,1,17,0,0,0,1.230448921,#NUM!,0,
3,VE,16%,H3VE16,163,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,166,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,173,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,175,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,191,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,192,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,16%,H3VE16,193,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VE,4%,H3VE4,95,2,41,9,0.219512195,0.219512195,1.612783857,0.954242509,0.954242509,
3,VE,4%,H3VE4,104,2,55,9,0.163636364,0.163636364,1.740362689,0.954242509,0.954242509,
3,VE,4%,H3VE4,115,2,31,9,0.290322581,0.290322581,1.491361694,0.954242509,0.954242509,
3,VE,4%,H3VE4,171,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,4%,H3VE4,189,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,4%,H3VE4,98,2,11,11,1,1,1.041392685,1.041392685,1.041392685,
3,VE,4%,H3VE4,109,2,11,11,1,1,1.041392685,1.041392685,1.041392685,
3,VE,4%,H3VE4,119,2,30,21,0.7,0.7,1.477121255,1.322219295,1.322219295,
3,VE,8%,H3VE8,177,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,8%,H3VE8,206,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,8%,H3VE8,289,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,8%,H3VE8,92,2,40,11,0.275,0.275,1.602059991,1.041392685,1.041392685,
3,VE,8%,H3VE8,131,2,35,17,0.485714286,0.485714286,1.544068044,1.230448921,1.230448921,
3,VE,8%,H3VE8,161,2,22,22,1,1,1.342422681,1.342422681,1.342422681,
3,VE,8%,H3VE8,99,2,33,33,1,1,1.51851394,1.51851394,1.51851394,
3,VE,8%,H3VE8,135,2,33,33,1,1,1.51851394,1.51851394,1.51851394,
3,VE,16%,H3VE16,116,2,21,-6,-0.285714286,0,1.322219295,#NUM!,0,
3,VE,16%,H3VE16,101,2,35,6,0.171428571,0.171428571,1.544068044,0.77815125,0.77815125,
3,VE,16%,H3VE16,166,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,173,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,175,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,191,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,192,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,193,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VE,16%,H3VE16,163,2,24,24,1,1,1.380211242,1.380211242,1.380211242,
3,VE,16%,H3VE16,129,2,36,36,1,1,1.556302501,1.556302501,1.556302501,
3,VE,4%,H3VE4,98,3,23,-1,-0.043478261,0,1.361727836,#NUM!,0,
3,VE,4%,H3VE4,104,3,56,1,0.017857143,0.017857143,1.748188027,0,0,
3,VE,4%,H3VE4,115,3,30,-1,-0.033333333,0,1.477121255,#NUM!,0,
3,VE,4%,H3VE4,119,3,33,3,0.090909091,0.090909091,1.51851394,0.477121255,0.477121255,
3,VE,4%,H3VE4,189,3,18,9,0.5,0.5,1.255272505,0.954242509,0.954242509,
3,VE,4%,H3VE4,171,3,23,14,0.608695652,0.608695652,1.361727836,1.146128036,1.146128036,
3,VE,4%,H3VE4,95,3,56,15,0.267857143,0.267857143,1.748188027,1.176091259,1.176091259,
3,VE,4%,H3VE4,109,3,33,22,0.666666667,0.666666667,1.51851394,1.342422681,1.342422681,
3,VE,8%,H3VE8,161,3,22,0,0,0,1.342422681,#NUM!,0,
3,VE,8%,H3VE8,289,3,12,3,0.25,0.25,1.079181246,0.477121255,0.477121255,
3,VE,8%,H3VE8,131,3,42,7,0.166666667,0.166666667,1.62324929,0.84509804,0.84509804,
3,VE,8%,H3VE8,92,3,50,10,0.2,0.2,1.698970004,1,1,
3,VE,8%,H3VE8,206,3,24,15,0.625,0.625,1.380211242,1.176091259,1.176091259,
3,VE,8%,H3VE8,177,3,25,16,0.64,0.64,1.397940009,1.204119983,1.204119983,
3,VE,8%,H3VE8,135,3,50,17,0.34,0.34,1.698970004,1.230448921,1.230448921,
3,VE,8%,H3VE8,99,3,56,26,0.464285714,0.464285714,1.748188027,1.414973348,1.414973348,
3,VE,16%,H3VE16,101,3,36,1,0.027777778,0.027777778,1.556302501,0,0,
3,VE,16%,H3VE16,163,3,25,1,0.04,0.04,1.397940009,0,0,
3,VE,16%,H3VE16,191,3,23,14,0.608695652,0.608695652,1.361727836,1.146128036,1.146128036,
3,VE,16%,H3VE16,192,3,23,14,0.608695652,0.608695652,1.361727836,1.146128036,1.146128036,
3,VE,16%,H3VE16,193,3,24,15,0.625,0.625,1.380211242,1.176091259,1.176091259,
3,VE,16%,H3VE16,173,3,25,16,0.64,0.64,1.397940009,1.204119983,1.204119983,
3,VE,16%,H3VE16,116,3,39,18,0.461538462,0.461538462,1.591064607,1.255272505,1.255272505,
3,VE,16%,H3VE16,166,3,28,19,0.678571429,0.678571429,1.447158031,1.278753601,1.278753601,
3,VE,16%,H3VE16,175,3,28,19,0.678571429,0.678571429,1.447158031,1.278753601,1.278753601,
3,VE,16%,H3VE16,129,3,36,27,0.75,0.75,1.556302501,1.431363764,1.431363764,
3,VE,4%,H3VE4,95,4,42,-14,-0.333333333,0,1.62324929,#NUM!,0,
3,VE,4%,H3VE4,104,4,51,-5,-0.098039216,0,1.707570176,#NUM!,0,
3,VE,4%,H3VE4,189,4,24,6,0.25,0.25,1.380211242,0.77815125,0.77815125,
3,VE,4%,H3VE4,109,4,42,9,0.214285714,0.214285714,1.62324929,0.954242509,0.954242509,
3,VE,4%,H3VE4,119,4,44,11,0.25,0.25,1.643452676,1.041392685,1.041392685,
3,VE,4%,H3VE4,171,4,40,17,0.425,0.425,1.602059991,1.230448921,1.230448921,
3,VE,4%,H3VE4,98,4,53,18,0.339622642,0.339622642,1.72427587,1.255272505,1.255272505,
3,VE,4%,H3VE4,115,4,49,19,0.387755102,0.387755102,1.69019608,1.278753601,1.278753601,
3,VE,8%,H3VE8,131,4,44,2,0.045454545,0.045454545,1.643452676,0.301029996,0.301029996,
3,VE,8%,H3VE8,135,4,60,10,0.166666667,0.166666667,1.77815125,1,1,
3,VE,8%,H3VE8,177,4,35,10,0.285714286,0.285714286,1.544068044,1,1,
3,VE,8%,H3VE8,92,4,61,11,0.180327869,0.180327869,1.785329835,1.041392685,1.041392685,
3,VE,8%,H3VE8,206,4,35,11,0.314285714,0.314285714,1.544068044,1.041392685,1.041392685,
3,VE,8%,H3VE8,289,4,23,11,0.47826087,0.47826087,1.361727836,1.041392685,1.041392685,
3,VE,8%,H3VE8,161,4,39,17,0.435897436,0.435897436,1.591064607,1.230448921,1.230448921,
3,VE,8%,H3VE8,99,4,52,18,0.346153846,0.346153846,1.716003344,1.255272505,1.255272505,
3,VE,16%,H3VE16,166,4,29,1,0.034482759,0.034482759,1.462397998,0,0,
3,VE,16%,H3VE16,175,4,31,3,0.096774194,0.096774194,1.491361694,0.477121255,0.477121255,
3,VE,16%,H3VE16,101,4,40,4,0.1,0.1,1.602059991,0.602059991,0.602059991,
3,VE,16%,H3VE16,116,4,43,4,0.093023256,0.093023256,1.633468456,0.602059991,0.602059991,
3,VE,16%,H3VE16,193,4,28,4,0.142857143,0.142857143,1.447158031,0.602059991,0.602059991,
3,VE,16%,H3VE16,173,4,31,6,0.193548387,0.193548387,1.491361694,0.77815125,0.77815125,
3,VE,16%,H3VE16,191,4,30,7,0.233333333,0.233333333,1.477121255,0.84509804,0.84509804,
3,VE,16%,H3VE16,192,4,40,17,0.425,0.425,1.602059991,1.230448921,1.230448921,
3,VE,16%,H3VE16,163,4,43,18,0.418604651,0.418604651,1.633468456,1.255272505,1.255272505,
3,VE,16%,H3VE16,129,4,50,41,0.82,0.82,1.698970004,1.612783857,1.212783857,*
3,VE,4%,H3VE4,119,5,50,6,0.12,0.12,1.698970004,0.77815125,0.77815125,
3,VE,4%,H3VE4,104,5,59,8,0.13559322,0.13559322,1.770852012,0.903089987,0.903089987,
3,VE,4%,H3VE4,109,5,52,10,0.192307692,0.192307692,1.716003344,1,1,
3,VE,4%,H3VE4,115,5,67,18,0.268656716,0.268656716,1.826074803,1.255272505,1.255272505,
3,VE,4%,H3VE4,189,5,42,18,0.428571429,0.428571429,1.62324929,1.255272505,1.255272505,
3,VE,4%,H3VE4,171,5,60,20,0.333333333,0.333333333,1.77815125,1.301029996,1.301029996,
3,VE,4%,H3VE4,98,5,69,28,0.405797101,0.405797101,1.838849091,1.447158031,1.447158031,
3,VE,4%,H3VE4,95,5,71,29,0.408450704,0.408450704,1.851258349,1.462397998,1.462397998,
3,VE,8%,H3VE8,135,5,60,0,0,0,1.77815125,#NUM!,0,
3,VE,8%,H3VE8,177,5,47,12,0.255319149,0.255319149,1.672097858,1.079181246,1.079181246,
3,VE,8%,H3VE8,131,5,58,14,0.24137931,0.24137931,1.763427994,1.146128036,1.146128036,
3,VE,8%,H3VE8,92,5,76,15,0.197368421,0.197368421,1.880813592,1.176091259,1.176091259,
3,VE,8%,H3VE8,161,5,56,17,0.303571429,0.303571429,1.748188027,1.230448921,1.230448921,
3,VE,8%,H3VE8,99,5,61,19,0.31147541,0.31147541,1.785329835,1.278753601,1.278753601,
3,VE,8%,H3VE8,206,5,55,20,0.363636364,0.363636364,1.740362689,1.301029996,1.301029996,
3,VE,8%,H3VE8,289,5,44,21,0.477272727,0.477272727,1.643452676,1.322219295,1.322219295,
3,VE,16%,H3VE16,116,5,49,6,0.12244898,0.12244898,1.69019608,0.77815125,0.77815125,
3,VE,16%,H3VE16,192,5,48,8,0.166666667,0.166666667,1.681241237,0.903089987,0.903089987,
3,VE,16%,H3VE16,101,5,50,10,0.2,0.2,1.698970004,1,1,
3,VE,16%,H3VE16,163,5,55,12,0.218181818,0.218181818,1.740362689,1.079181246,1.079181246,
3,VE,16%,H3VE16,175,5,46,15,0.326086957,0.326086957,1.662757832,1.176091259,1.176091259,
3,VE,16%,H3VE16,166,5,45,16,0.355555556,0.355555556,1.653212514,1.204119983,1.204119983,
3,VE,16%,H3VE16,173,5,49,18,0.367346939,0.367346939,1.69019608,1.255272505,1.255272505,
3,VE,16%,H3VE16,193,5,52,24,0.461538462,0.461538462,1.716003344,1.380211242,1.380211242,
3,VE,16%,H3VE16,191,5,58,28,0.482758621,0.482758621,1.763427994,1.447158031,1.447158031,
3,VE,16%,H3VE16,129,5,52,43,0.826923077,0.826923077,1.716003344,1.633468456,1.433468456,*
3,VE,4%,H3VE4,95,6,65,-6,-0.092307692,0,1.812913357,#NUM!,0,
3,VE,4%,H3VE4,104,6,55,-4,-0.072727273,0,1.740362689,#NUM!,0,
3,VE,4%,H3VE4,171,6,54,-6,-0.111111111,0,1.73239376,#NUM!,0,
3,VE,4%,H3VE4,189,6,43,1,0.023255814,0.023255814,1.633468456,0,0,
3,VE,4%,H3VE4,115,6,70,3,0.042857143,0.042857143,1.84509804,0.477121255,0.477121255,
3,VE,4%,H3VE4,109,6,60,8,0.133333333,0.133333333,1.77815125,0.903089987,0.903089987,
3,VE,4%,H3VE4,119,6,58,8,0.137931034,0.137931034,1.763427994,0.903089987,0.903089987,
3,VE,4%,H3VE4,98,6,60,10,0.166666667,0.166666667,1.77815125,1,1,
3,VE,8%,H3VE8,92,6,65,-11,-0.169230769,0,1.812913357,#NUM!,0,
3,VE,8%,H3VE8,131,6,46,-12,-0.260869565,0,1.662757832,#NUM!,0,
3,VE,8%,H3VE8,99,6,56,3,0.053571429,0.053571429,1.748188027,0.477121255,0.477121255,
3,VE,8%,H3VE8,161,6,60,4,0.066666667,0.066666667,1.77815125,0.602059991,0.602059991,
3,VE,8%,H3VE8,135,6,67,7,0.104477612,0.104477612,1.826074803,0.84509804,0.84509804,
3,VE,8%,H3VE8,177,6,54,7,0.12962963,0.12962963,1.73239376,0.84509804,0.84509804,
3,VE,8%,H3VE8,206,6,63,8,0.126984127,0.126984127,1.799340549,0.903089987,0.903089987,
3,VE,8%,H3VE8,289,6,56,12,0.214285714,0.214285714,1.748188027,1.079181246,1.079181246,
3,VE,16%,H3VE16,173,6,40,-9,-0.225,0,1.602059991,#NUM!,0,
3,VE,16%,H3VE16,175,6,42,-4,-0.095238095,0,1.62324929,#NUM!,0,
3,VE,16%,H3VE16,192,6,50,2,0.04,0.04,1.698970004,0.301029996,0.301029996,
3,VE,16%,H3VE16,191,6,62,4,0.064516129,0.064516129,1.792391689,0.602059991,0.602059991,
3,VE,16%,H3VE16,193,6,56,4,0.071428571,0.071428571,1.748188027,0.602059991,0.602059991,
3,VE,16%,H3VE16,116,6,54,5,0.092592593,0.092592593,1.73239376,0.698970004,0.698970004,
3,VE,16%,H3VE16,163,6,60,5,0.083333333,0.083333333,1.77815125,0.698970004,0.698970004,
3,VE,16%,H3VE16,166,6,50,5,0.1,0.1,1.698970004,0.698970004,0.698970004,
3,VE,16%,H3VE16,101,6,57,7,0.122807018,0.122807018,1.755874856,0.84509804,0.84509804,
3,VE,16%,H3VE16,129,6,60,51,0.85,0.85,1.77815125,1.707570176,1.07570176,
3,VE,4%,H3VE4,98,7,56,-1,-0.017857143,0,1.748188027,#NUM!,0,
3,VE,4%,H3VE4,109,7,61,1,0.016393443,0.016393443,1.785329835,0,0,
3,VE,4%,H3VE4,119,7,54,-4,-0.074074074,0,1.73239376,#NUM!,0,
3,VE,4%,H3VE4,95,7,68,3,0.044117647,0.044117647,1.832508913,0.477121255,0.477121255,
3,VE,4%,H3VE4,115,7,74,4,0.054054054,0.054054054,1.86923172,0.602059991,0.602059991,
3,VE,4%,H3VE4,189,7,50,7,0.14,0.14,1.698970004,0.84509804,0.84509804,
3,VE,4%,H3VE4,171,7,63,9,0.142857143,0.142857143,1.799340549,0.954242509,0.954242509,
3,VE,4%,H3VE4,104,7,65,10,0.153846154,0.153846154,1.812913357,1,1,
3,VE,8%,H3VE8,135,7,54,-13,-0.240740741,0,1.73239376,#NUM!,0,
3,VE,8%,H3VE8,161,7,57,-3,-0.052631579,0,1.755874856,#NUM!,0,
3,VE,8%,H3VE8,92,7,67,2,0.029850746,0.029850746,1.826074803,0.301029996,0.301029996,
3,VE,8%,H3VE8,99,7,54,5,0.092592593,0.092592593,1.73239376,0.698970004,0.698970004,
3,VE,8%,H3VE8,206,7,68,5,0.073529412,0.073529412,1.832508913,0.698970004,0.698970004,
3,VE,8%,H3VE8,177,7,61,7,0.114754098,0.114754098,1.785329835,0.84509804,0.84509804,
3,VE,8%,H3VE8,131,7,58,12,0.206896552,0.206896552,1.763427994,1.079181246,1.079181246,
3,VE,8%,H3VE8,289,7,73,17,0.232876712,0.232876712,1.86332286,1.230448921,1.230448921,
3,VE,16%,H3VE16,101,7,51,-6,-0.117647059,0,1.707570176,#NUM!,0,
3,VE,16%,H3VE16,129,7,46,-30,-0.652173913,0,1.662757832,#NUM!,0,
3,VE,16%,H3VE16,163,7,46,-14,-0.304347826,0,1.662757832,#NUM!,0,
3,VE,16%,H3VE16,175,7,40,-2,-0.05,0,1.602059991,#NUM!,0,
3,VE,16%,H3VE16,116,7,60,6,0.1,0.1,1.77815125,0.77815125,0.77815125,
3,VE,16%,H3VE16,191,7,69,7,0.101449275,0.101449275,1.838849091,0.84509804,0.84509804,
3,VE,16%,H3VE16,193,7,63,7,0.111111111,0.111111111,1.799340549,0.84509804,0.84509804,
3,VE,16%,H3VE16,166,7,58,8,0.137931034,0.137931034,1.763427994,0.903089987,0.903089987,
3,VE,16%,H3VE16,192,7,58,8,0.137931034,0.137931034,1.763427994,0.903089987,0.903089987,
3,VE,16%,H3VE16,173,7,50,10,0.2,0.2,1.698970004,1,1,
3,VE,4%,H3VE4,95,8,66,-2,-0.03030303,0,1.819543936,#NUM!,0,
3,VE,4%,H3VE4,98,8,59,-3,-0.050847458,0,1.770852012,#NUM!,0,
3,VE,4%,H3VE4,104,8,63,-2,-0.031746032,0,1.799340549,#NUM!,0,
3,VE,4%,H3VE4,119,8,53,-1,-0.018867925,0,1.72427587,#NUM!,0,
3,VE,4%,H3VE4,171,8,62,-1,-0.016129032,0,1.792391689,#NUM!,0,
3,VE,4%,H3VE4,109,8,65,4,0.061538462,0.061538462,1.812913357,0.602059991,0.602059991,
3,VE,4%,H3VE4,189,8,54,4,0.074074074,0.074074074,1.73239376,0.602059991,0.602059991,
3,VE,4%,H3VE4,115,8,82,8,0.097560976,0.097560976,1.913813852,0.903089987,0.903089987,
3,VE,8%,H3VE8,131,8,52,-6,-0.115384615,0,1.716003344,#NUM!,0,
3,VE,8%,H3VE8,289,8,72,-1,-0.013888889,0,1.857332496,#NUM!,0,
3,VE,8%,H3VE8,206,8,71,3,0.042253521,0.042253521,1.851258349,0.477121255,0.477121255,
3,VE,8%,H3VE8,135,8,58,4,0.068965517,0.068965517,1.763427994,0.602059991,0.602059991,
3,VE,8%,H3VE8,177,8,65,4,0.061538462,0.061538462,1.812913357,0.602059991,1.760205999,
3,VE,8%,H3VE8,99,8,58,5,0.086206897,0.086206897,1.763427994,0.698970004,0.698970004,
3,VE,8%,H3VE8,92,8,74,7,0.094594595,0.094594595,1.86923172,0.84509804,0.84509804,
3,VE,8%,H3VE8,161,8,64,7,0.109375,0.109375,1.806179974,0.84509804,0.84509804,
3,VE,16%,H3VE16,116,8,58,-2,-0.034482759,0,1.763427994,#NUM!,0,
3,VE,16%,H3VE16,166,8,59,1,0.016949153,0.016949153,1.770852012,0,0,
3,VE,16%,H3VE16,173,8,51,1,0.019607843,0.019607843,1.707570176,0,0,
3,VE,16%,H3VE16,192,8,52,-6,-0.115384615,0,1.716003344,#NUM!,0,
3,VE,16%,H3VE16,129,8,69,3,0.043478261,0.043478261,1.838849091,0.477121255,0.477121255,
3,VE,16%,H3VE16,101,8,57,6,0.105263158,0.105263158,1.755874856,0.77815125,0.77815125,
3,VE,16%,H3VE16,175,8,47,7,0.14893617,0.14893617,1.672097858,0.84509804,0.84509804,
3,VE,16%,H3VE16,191,8,76,7,0.092105263,0.092105263,1.880813592,0.84509804,0.84509804,
3,VE,16%,H3VE16,193,8,74,11,0.148648649,0.148648649,1.86923172,1.041392685,1.041392685,
3,VE,16%,H3VE16,163,8,65,19,0.292307692,0.292307692,1.812913357,1.278753601,1.278753601,
3,VE,4%,H3VE4,109,9,65,0,0,0,1.812913357,#NUM!,0,
3,VE,4%,H3VE4,171,9,63,1,0.015873016,0.015873016,1.799340549,0,0,
3,VE,4%,H3VE4,115,9,84,2,0.023809524,0.023809524,1.924279286,0.301029996,0.301029996,
